	day30_rep3_tbx5_ge	day30_rep1_tbx5_ge	day30_rep2_tbx5_ge	day30_rep1_tbx5_oe	day30_rep2_tbx5_oe
LOC107987109	10	0	4	1	1
LOC124902240	4	0	2	4	1
MIR8081	0	0	0	0	0
LINC01505	0	1	0	0	1
LOC105376204	39	26	53	142	127
ZNF462	1404	1012	1721	2266	2254
LOC340512	1	0	0	3	2
LOC107987110	17	19	10	8	4
RAD23B	17303	5699	11065	7306	10042
LOC124902241	21	4	9	1	2
LOC107987111	0	0	5	0	1
LINC01509	0	0	0	0	0
KLF4	299	154	115	60	115
LOC105376206	2	0	0	1	0
LOC105376205	2	0	1	1	0
LOC105376207	2	0	0	0	0
LOC124902242	0	0	0	0	0
LOC105376208	1	0	1	2	0
LOC105376209	0	0	0	0	0
LOC107987112	1	0	2	0	1
LOC124902243	1	0	0	3	0
LOC105376214	0	0	1	1	1
LOC105376213	0	0	0	0	0
LOC105376212	2	0	0	5	0
ACTL7B	1	0	2	2	0
ACTL7A	0	3	1	0	0
ELP1	2238	1061	1288	2171	2325
ABITRAM	1180	277	331	722	626
CTNNAL1	1693	1459	1635	3156	3374
LOC105376216	0	1	1	1	1
TMEM245	4641	3749	3292	7014	6942
MIR32	1	0	0	0	1
FRRS1L	20	15	6	88	56
EPB41L4B	97	69	37	136	224
PTPN3	38	158	99	317	287
MIR3927	0	0	0	0	0
PALM2AKAP2	6372	11096	8043	23642	24723
LOC107987013	17	62	24	68	44
LOC124902244	5	3	2	10	12
LOC105376217	6	7	5	11	6
C9orf152	14	4	2	4	11
TXN	4779	1655	2974	1815	2331
LOC107987114	0	0	0	0	0
LOC124902246	0	1	1	2	1
TXNDC8	0	0	1	0	0
LOC124902245	1	0	1	2	2
SVEP1	1061	12967	2214	166	3146
LOC124902331	0	0	0	0	0
LOC124902247	4	34	12	2	4
LOC105376218	36	97	45	1	35
MUSK	4	20	5	3	14
LOC107987115	6	0	1	0	2
LPAR1	627	1201	497	87	795
LOC124902248	0	4	3	0	3
LOC105376219	3	0	0	3	0
MIR7702	0	0	0	0	0
OR2K2	10	0	0	6	2
ECPAS	3924	2545	3389	5323	5734
ZNF483	145	110	87	208	215
PTGR1	2923	1033	1474	876	1017
LRRC37A5P	0	0	0	0	0
LOC107987116	35	13	3	13	16
DNAJC25-GNG10	0	0	0	0	0
DNAJC25	1397	273	398	415	645
GNG10	11	16	9	5	6
SHOC1	15	1	14	16	10
LOC124902249	2	1	5	2	3
UGCG	4982	3484	4446	1508	3843
MIR4668	1	0	4	3	0
LOC124902250	2	1	2	0	0
SUSD1	744	439	578	576	589
PTBP3	3353	975	2747	968	1978
HSDL2	542	1319	871	3816	3280
HSDL2-AS1	28	11	14	41	25
KIAA1958	401	198	464	1347	883
INIP	869	422	574	732	770
SNX30	1562	1376	1211	993	2028
SLC46A2	6	3	2	4	1
ZNF883	24	27	31	69	66
ZFP37	101	41	51	195	103
FAM225B	1	0	0	0	0
FAM225A	0	0	0	0	0
SLC31A2	16	6	3	11	6
FKBP15	1952	1037	1071	1190	1575
SLC31A1	3108	2852	2165	1494	2430
LOC107987119	6	2	3	18	20
CDC26	1366	282	398	386	378
PRPF4	4240	584	1693	1209	1343
RNF183	17	0	12	1	0
WDR31	109	148	69	300	371
BSPRY	33	39	49	48	98
HDHD3	492	406	687	513	645
ALAD	596	1660	1079	854	1502
POLE3	3520	835	1678	1907	1724
C9orf43	18	9	11	20	16
RGS3	973	1542	2935	3509	4979
LOC105376222	15	16	80	34	27
LOC105376223	8	7	9	56	35
ZNF618	562	1114	1106	928	1114
AMBP	78	0	241	0	1
LOC107987120	0	0	0	0	0
KIF12	8	1	76	3	3
LOC124902251	0	0	0	0	0
LOC105376225	0	0	3	1	5
COL27A1	739	2112	2817	410	1772
MIR455	0	0	0	0	0
LOC124902252	0	1	0	0	2
LOC105376224	14	17	57	4	15
ORM1	2	0	3	1	1
ORM2	1	0	0	0	0
AKNA	673	1324	786	283	871
LOC124902253	2	2	4	2	0
WHRN	446	400	271	251	469
LOC124902254	0	0	0	0	0
LOC105376229	1	0	1	0	0
LOC124902352	0	0	0	0	0
ATP6V1G1	6481	3210	3513	3515	3352
TMEM268	534	445	368	106	340
TEX53	0	0	0	0	0
LOC107987121	5	3	4	1	3
TEX48	1	0	0	0	0
LOC105376231	3	0	2	1	0
TNFSF15	17	73	33	3	62
TNFSF8	0	1	0	0	2
TNC	977	943	65010	679	9958
LOC124902256	0	1	55	1	9
LOC124902255	1	0	3	0	1
LOC101928748	0	0	7	0	1
DELEC1	0	2	23	0	2
LOC124902257	5	0	4	0	0
LOC105376233	0	0	1	1	6
LOC105376232	0	0	0	0	0
LOC105376235	2	1	0	0	2
LOC101928775	0	0	0	0	0
LOC105376234	0	0	1	0	0
LINC00474	0	0	0	1	0
LOC124902258	9	3	17	2	3
LOC105376236	9	1	4	0	1
PAPPA	4668	2937	9002	159	1697
PAPPA-AS2	3	1	7	2	2
PAPPA-AS1	0	0	0	0	0
ASTN2	178	143	136	263	263
ASTN2-AS1	1	0	0	0	1
LOC107987014	1	0	0	0	0
LOC105376240	0	0	0	0	0
TRIM32	950	665	776	777	1092
LOC105376239	2	0	2	1	0
LOC105376238	0	0	1	0	0
SNORA70C	0	0	0	0	0
LOC105376237	0	0	0	0	0
LOC105376242	1	0	1	0	0
LOC124902330	0	0	0	0	0
LOC101928797	0	0	0	2	0
TLR4	14	1	154	24	26
LOC105376244	6	0	5	0	2
LOC105376243	2	0	1	0	0
LOC105376246	2	0	0	1	0
LOC105376247	0	0	0	0	1
LOC105376248	0	0	0	0	0
LOC105376249	0	0	0	0	0
LOC102724929	0	0	0	0	0
LINC02578	0	0	0	0	0
LOC101928849	1	0	0	0	0
BRINP1	86	125	99	132	116
LOC105376250	0	0	0	0	0
LOC107987122	0	0	0	1	0
LINC01613	1	0	0	0	0
LOC107987123	0	0	0	0	0
LOC124902259	0	0	0	0	0
LOC124902260	1	1	0	0	0
MIR147A	0	0	0	0	0
LOC105376253	4	7	7	0	1
CDK5RAP2	1835	1264	1351	2999	2376
MEGF9	155	251	202	501	525
FBXW2	2370	1472	1757	2341	2827
B3GALT9	105	51	41	114	107
PSMD5	1129	506	949	1459	1347
CUTALP	133	222	260	488	458
PHF19	385	385	800	534	617
TRAF1	30	40	158	34	54
C5-OT1	3	0	0	0	0
C5	57	19	173	125	78
LOC124902261	0	0	0	2	1
CNTRL	277	236	224	977	677
RAB14	4425	1479	2412	2932	3688
GSN	3059	15449	7071	10452	11487
GSN-AS1	13	65	27	47	114
STOM	2233	5339	3302	2538	4376
LOC102723324	8	4	4	8	5
GGTA1	4	26	0	58	40
LOC107987016	0	0	0	0	0
DAB2IP	4134	2824	4368	3881	4170
LOC105376257	1	0	1	0	1
LOC107987125	0	0	0	0	0
TTLL11	960	439	380	239	329
LOC124902262	1	0	1	1	2
LOC124902263	2	0	0	1	0
MIR4478	1	0	0	0	0
NDUFA8	2384	1848	1706	3254	3363
MORN5	3	1	0	4	6
LHX6	11	2	7	4	3
RBM18	2268	742	838	1726	1714
MRRF	697	512	671	878	1090
PTGS1	22	752	80	56	129
LOC124902264	0	0	0	0	0
OR1J2	5	0	2	2	1
OR1J1	0	0	0	0	0
OR1J4	2	0	1	0	0
OR1N1	0	0	1	0	0
OR1L8	7	2	1	2	2
OR1N2	0	0	0	1	0
LOC124902265	0	0	0	0	2
OR1Q1	0	0	1	0	0
OR1B1	3	0	0	1	1
OR1L1	0	0	0	0	0
OR1L3	0	0	1	0	0
OR1L4	0	0	2	0	0
OR1L6	1	0	0	0	0
OR5C1	0	0	0	0	0
OR1K1	2	0	0	0	0
PDCL	1062	705	931	650	753
RC3H2	2750	1240	2252	2782	3345
SNORD90	0	0	0	0	0
ZBTB6	559	178	337	639	636
ZBTB26	187	134	206	561	496
RABGAP1	3553	1894	2367	4160	4103
LOC105379839	4	0	2	7	2
GPR21	3	23	47	12	22
STRBP	1037	510	814	1380	1199
MIR600HG	0	0	0	0	0
MIR600	0	0	0	0	0
LOC105376265	2	0	1	0	2
LOC124902266	3	2	1	3	9
CRB2	918	1409	5889	1236	773
DENND1A	1024	624	749	654	629
MIR601	0	1	1	1	0
MIR7150	0	0	0	0	0
LOC105376266	22	2	4	8	8
LOC105376267	0	3	0	0	0
LHX2-AS1	0	1	2	0	0
LHX2	57	44	107	8	13
LOC107987037	0	0	0	0	0
NEK6	436	2225	1949	538	1775
LOC613206	0	0	7	2	0
LOC124902268	0	0	2	2	5
PSMB7	4385	1289	1808	3007	2479
LOC100129034	431	1216	1256	501	1525
LOC124902267	41	19	40	42	38
LOC105376270	1	0	1	0	0
ADGRD2	2	0	2	1	0
NR5A1	5	2	5	6	3
NR6A1	160	127	444	253	172
MIR181A2HG	222	42	52	78	81
MIR181A2	0	1	0	0	2
MIR181B2	0	2	1	3	0
LOC124902269	14	9	28	55	37
LOC124900274	66	8	7	20	35
LOC107987126	3	1	4	6	4
OLFML2A	217	2094	1132	1012	1858
WDR38	11	2	0	1	2
RPL35	18022	13287	14262	13655	11490
ARPC5L	3458	972	1928	1707	1909
GOLGA1	1033	657	572	1126	1269
SCAI	318	164	175	427	554
PPP6C	3228	1046	1594	2187	2195
LOC105376271	2	0	0	0	3
RABEPK	960	696	1144	222	449
HSPA5	309518	22351	27885	9596	19267
GAPVD1	3578	1266	2049	2435	3217
LOC101929014	4	0	5	1	1
LOC112268055	0	1	2	0	2
MAPKAP1	5198	2861	3182	3157	3688
LOC124902270	1	1	5	5	21
LOC105376272	8	3	11	3	4
PBX3-DT	0	2	0	7	5
PBX3	400	709	1321	2958	2252
LOC124902271	9	0	5	3	3
LOC105376273	0	0	1	0	0
LOC105376274	0	0	0	1	0
LOC105376275	0	0	0	0	0
LOC101929116	0	0	2	0	1
MVB12B	952	746	1010	1311	1087
NRON	3	1	1	2	1
LOC105376276	5	2	0	3	2
LOC124902272	0	0	0	0	0
LMX1B-DT	1	1	6	0	8
LMX1B	31	61	36	22	192
LOC107987129	1	2	1	2	4
ZBTB43	2350	552	649	991	1401
ZBTB34	1345	625	940	753	997
RALGPS1	275	295	166	719	730
LOC105376279	5	0	0	1	3
ANGPTL2	655	2396	1092	869	2028
LOC105376278	8	10	7	11	11
LOC124902273	0	0	1	2	1
GARNL3	109	196	161	753	553
LOC124902274	2	0	0	0	2
LOC124902275	25	8	18	34	67
SLC2A8	949	376	498	687	523
ZNF79	1182	208	310	595	662
RPL12	5175	14233	9614	12996	13092
SNORA65	39	3	7	11	20
LRSAM1	761	840	611	1560	1579
NIBAN2	6282	6731	8872	1566	4278
LOC105376281	4	2	9	2	0
LOC124902276	5	6	3	4	2
LOC124902277	1	0	0	1	0
STXBP1	1146	596	528	834	800
MIR3911	4	1	4	1	3
PTRH1	5	6	1	2	5
CFAP157	69	35	43	42	46
TTC16	6	1	5	0	3
TOR2A	604	238	411	209	239
SH2D3C	58	49	226	343	30
LOC107987132	2	4	2	1	1
MIR3960	13	15	12	9	13
MIR2861	0	0	0	0	0
CDK9	2985	1673	2279	1496	2167
FPGS	1614	1684	1799	1457	2001
ENG	30	768	183	68	254
LOC102723566	12	31	10	45	51
LOC105379841	4	0	2	2	0
LOC124902278	7	1	0	5	6
LOC124902279	0	0	1	0	0
AK1	6	2	5	9	3
ST6GALNAC4-ST6GALNAC6-AK1	0	1	0	0	0
MIR4672	0	0	0	0	0
ST6GALNAC6	5	0	3	0	1
ST6GALNAC4	471	225	161	270	304
PIP5KL1	44	41	23	19	15
DPM2	1436	681	1083	637	779
LOC124902280	2	10	8	5	12
EEIG1	807	2840	1448	1798	2410
NAIF1	976	299	281	189	245
SLC25A25	8273	489	1086	1297	2149
SLC25A25-AS1	282	173	135	211	247
PTGES2	1107	1318	1675	1343	1847
PTGES2-AS1	9	11	12	16	10
LCN2	3	2	1	3	1
BBLN	1478	1758	860	1701	1365
CIZ1	3670	2513	2855	2690	3112
DNM1	217	422	660	369	576
MIR199B	0	0	0	0	0
MIR3154	0	0	0	0	0
GOLGA2	6733	4250	3882	2437	4622
SWI5	837	577	495	510	756
TRUB2	809	483	514	941	998
LOC105376286	65	20	16	13	28
COQ4	797	866	788	857	1161
TRR-TCT3-1	3	0	0	0	0
SLC27A4	829	671	1542	582	803
URM1	2333	1672	1756	1973	1952
MIR219A2	0	0	0	5	0
MIR219B	0	0	0	0	0
CERCAM	1541	6332	1412	1060	3904
ODF2	952	863	1201	850	1024
ODF2-AS1	3	0	2	0	1
LOC124902281	0	0	0	1	0
GLE1	1089	400	646	1437	1164
LOC101929270	35	28	24	75	43
SPTAN1	20936	16212	15235	27578	29281
DYNC2I2	844	1006	1831	1953	1730
SET	16568	6494	15455	15105	13253
PKN3	720	167	678	395	305
ZDHHC12	483	364	536	357	320
ZDHHC12-DT	23	21	17	37	48
ZER1	3421	1733	912	2410	2829
LOC124902340	2	1	1	3	4
LOC124902282	1	0	0	1	0
TBC1D13	1742	1158	1399	913	1242
ENDOG	358	405	330	451	634
KYAT1-SPOUT1	3	1	0	2	2
SPOUT1	0	0	0	0	0
KYAT1	9	2	9	8	10
LRRC8A	3363	1642	4871	1546	1822
LOC101929291	73	47	149	44	67
PHYHD1	144	426	284	485	423
DOLK	980	805	905	651	918
NUP188	1719	1143	2382	1985	2317
LOC101929314	11	2	5	19	7
SH3GLB2	806	1930	1334	1591	1865
MIGA2	2226	1052	1091	1496	1802
DOLPP1	1353	441	851	599	539
CRAT	1462	1574	1034	1621	2210
PTPA	6902	5813	5751	6900	8049
IER5L	948	1290	2664	1206	1073
LOC105376289	6	6	2	14	13
IER5L-AS1	3	0	1	0	2
LINC02975	2	0	2	3	0
LOC107987133	0	0	0	0	0
LINC02913	2	4	5	3	7
LINC01503	52	168	64	29	79
LOC107987038	2	0	2	2	0
LOC105376291	3	5	5	4	4
LOC124902283	1	1	1	0	0
LINC00963	172	117	183	85	165
LOC124900275	1253	527	862	424	897
LOC105376292	1	0	2	0	0
NTMT1	1852	502	806	776	770
C9orf50	2	11	6	11	14
ASB6	3308	693	1207	985	1048
PRRX2	28	6	28	13	24
PRRX2-AS1	0	0	0	0	0
LOC124902284	0	0	0	0	0
PTGES	35	389	86	38	215
TOR1B	1422	798	1377	422	810
TOR1A	2888	1250	1868	988	1328
C9orf78	4035	1187	1499	1424	1623
USP20	1216	1083	709	946	1123
MIR6855	0	0	0	0	2
FNBP1	2162	2198	3401	1749	2349
GPR107	5784	3664	4339	3564	5104
GPRACR	2	2	3	3	3
NCS1	2310	2963	4726	3111	3631
MIR12126	0	0	0	0	0
LOC124902285	2	0	2	2	2
HMCN2	20	47	137	15	52
LOC107987134	5	0	0	1	0
ASS1	1132	7523	852	1153	3441
LOC124902349	0	5	0	0	0
LOC100272217	117	37	46	45	73
FUBP3	6579	2179	2984	2857	3816
LOC124902286	52	24	47	40	49
MIR6856	0	0	0	0	0
PRDM12	7	2	11	8	7
EXOSC2	651	383	679	894	722
ABL1	11077	6324	6883	3687	6956
LOC128092248	0	0	0	0	0
LOC124902288	0	0	0	0	0
LOC124902287	10	13	17	16	17
QRFP	27	17	36	5	8
FIBCD1	10	37	18	74	84
FIBCD1-AS1	2	0	2	11	5
LAMC3	119	2174	650	28	343
LOC124902289	0	0	0	0	0
AIF1L	346	1063	657	7658	3732
NUP214	3038	1015	1167	1740	1827
FAM78A	697	4601	1199	4723	5351
PLPP7	103	1361	89	1269	1437
LOC105376299	3	24	6	5	3
LOC105376300	1	6	0	1	0
PRRC2B	18776	10180	10987	9628	12296
SNORD62A	2	0	2	2	2
SNORD62B	31	8	37	11	15
POMT1	1233	922	716	1218	1233
LOC105376301	13	2	2	10	7
UCK1	1696	776	855	1603	1362
PRRT1B	9	2	41	1	1
RAPGEF1	4450	2744	3163	5510	5783
MED27	1686	507	755	1058	1102
LOC105376302	0	0	0	0	0
LOC124902291	0	0	0	0	0
NTNG2	40	77	18	56	47
SETX	5906	1955	2350	3749	4511
LOC124902292	2	1	1	4	1
TTF1	937	398	654	948	817
CFAP77	9	7	5	8	32
LOC105376304	3	0	0	0	0
LOC124902293	1	0	0	0	3
BARHL1	6	1	1	8	2
DDX31	894	269	574	614	697
GTF3C4	4331	1090	1795	2964	3322
AK8	12	24	4	11	20
LOC124902335	4	0	1	0	0
SPACA9	111	161	64	139	178
TSC1	2844	1305	1495	2067	2580
GFI1B	4	1	3	0	2
MIR548AW	0	0	0	0	0
SNORD141A	73	682	259	299	308
LOC105376306	6	11	19	11	20
GTF3C5	3726	1167	1774	2235	2149
MIR6877	0	0	0	0	1
LOC124902325	6	3	4	2	2
CEL	36	46	38	42	49
CELP	1	3	2	12	4
LOC124902343	0	0	0	0	0
RALGDS	1223	1691	1755	1276	1515
GBGT1	106	437	579	37	147
OBP2B	3	1	11	0	0
LOC124902294	5	0	3	5	3
ABO	14	18	77	9	42
SURF6	4981	1220	2360	1599	2533
MED22	1319	1430	2604	1492	1586
RPL7A	19194	23912	19600	19052	23490
SNORD24	7	4	11	6	2
SNORD36B	0	0	0	1	2
SNORD36A	20	12	23	40	44
SNORD36C	6	1	5	11	5
SURF1	1080	655	537	835	912
SURF2	1257	267	567	748	543
SURF4	35824	11496	14978	4994	10745
STKLD1	68	27	26	44	41
REXO4	4468	885	1472	1301	1427
ADAMTS13	190	420	460	327	389
CACFD1	1350	1179	1050	1438	1431
LOC124902295	31	9	11	25	18
SLC2A6	508	226	1134	154	170
LOC102723855	0	0	1	2	1
MYMK	4	6	2	0	3
ADAMTSL2	129	537	360	37	207
FAM163B	36	39	61	3	25
LOC124902296	2	0	1	0	0
DBH	14	22	11	4	10
DBH-AS1	24	31	20	6	15
SARDH	100	203	115	52	113
VAV2	1567	1072	2453	1065	1333
BRD3OS	506	694	624	651	794
BRD3	1938	1912	2049	2061	2125
LOC100130548	5	16	9	5	3
WDR5	1580	1127	1812	1336	1554
LOC124902297	4	26	21	27	20
RNU6ATAC	0	0	0	0	0
LOC124902298	0	0	0	0	0
LOC107987137	1	1	3	0	0
LOC101928384	0	0	1	0	0
LOC107987039	1	0	1	0	0
LOC124902299	0	0	0	1	1
LINC02247	0	0	0	0	0
RXRA	1798	2338	1802	1657	2182
MIR4669	0	0	0	0	0
LOC105376311	2	3	2	0	2
LOC100506532	6	3	10	4	8
COL5A1	13556	103468	55202	2733	49161
LOC124902300	30	18	183	12	49
COL5A1-AS1	0	0	1	0	1
LOC124902301	25	61	104	5	33
LOC101448202	1	2	7	0	0
MIR3689C	0	0	0	0	0
MIR3689A	0	1	0	0	1
MIR3689D1	0	0	0	0	0
MIR3689B	0	1	0	0	0
MIR3689D2	0	0	0	0	0
MIR3689E	0	0	0	0	0
MIR3689F	0	1	0	0	0
FCN2	1	0	1	0	1
FCN1	7	0	3	1	2
LOC124902302	0	0	0	1	0
LOC105376314	0	0	0	0	0
LOC105376313	0	0	1	1	0
LOC124902303	0	0	0	0	0
OLFM1	50	107	41	1066	118
LOC102723948	4	0	0	0	0
LOC401557	0	0	0	2	0
LOC107987138	1	0	0	0	2
LINC02907	1	0	0	0	0
LOC124902304	2	0	1	1	0
LOC124902305	1	0	1	0	0
LOC124902306	2	0	2	1	0
PPP1R26-AS1	29	29	50	38	45
PPP1R26	1947	896	1243	1211	1393
PIERCE1	195	82	142	86	100
MRPS2	1463	468	741	763	872
LOC101928525	3	1	4	1	6
LCN1	27	84	201	0	36
OBP2A	0	2	18	0	21
LOC107987040	4	0	0	0	0
PAEP	16	0	167	0	3
LINC01502	0	0	0	0	0
LOC105376316	0	0	0	0	0
LOC102723971	0	0	0	1	0
GLT6D1	4	0	3	0	1
LCN9	7	2	2	2	1
LOC105376317	0	0	1	0	0
LOC105376318	0	0	0	0	0
SOHLH1	1	0	2	0	0
KCNT1	21	28	18	56	138
LOC107987140	8	8	2	5	11
CAMSAP1	1497	1194	2504	2910	2670
CAMSAP1-DT	80	216	316	343	396
UBAC1	673	959	1093	1410	1547
NACC2	2078	2637	3278	2983	4738
LOC124902307	4	7	10	7	5
TMEM250	699	1067	1847	865	1524
LOC107987142	34	32	37	36	35
LHX3	1	0	2	29	1
QSOX2	1280	569	1271	641	723
CCDC187	5	5	3	16	14
LOC124902308	1	0	0	0	0
DKFZP434A062	1	5	15	10	6
GPSM1	2136	3315	3749	2100	2816
DNLZ	995	241	587	322	511
LOC124902309	11	13	5	13	12
CARD9	63	57	61	41	51
SNAPC4	1589	477	891	628	754
ENTR1	2036	837	1554	1100	1414
PMPCA	3808	1685	1991	2368	2850
INPP5E	955	452	868	708	867
SEC16A	11625	3332	4357	2845	5425
C9orf163	6	26	19	18	18
NOTCH1	1759	683	2428	1563	1381
LOC124902310	2	5	6	4	6
MIR4673	0	0	0	0	1
MIR4674	1	6	7	7	9
NALT1	9	74	64	141	168
LOC124902311	0	1	0	0	0
LINC01451	1	2	4	1	1
LOC105376325	1	5	2	1	2
LOC102724193	2	0	1	3	1
HSPC324	0	0	0	0	0
EGFL7	558	881	1054	224	499
MIR126	1	0	1	0	0
AGPAT2	2433	1048	1202	562	907
DIPK1B	76	49	69	148	108
LOC124900276	496	233	398	170	303
SNHG7	274	199	198	200	217
SNORA17B	0	0	0	0	0
SNORA17A	0	0	0	0	0
LCN10	1	7	2	2	7
LCN6	1	0	0	0	0
LOC100128593	6	0	0	5	0
MIR6722	0	0	0	0	0
LCN8	5	0	1	0	0
LCN15	0	8	44	1	0
LOC107987143	0	1	0	0	0
TMEM141	744	4275	3247	1613	1963
CCDC183	94	1268	444	161	185
CCDC183-AS1	53	718	302	66	90
RABL6	3559	6434	7399	4569	4729
MIR4292	36	40	60	32	40
AJM1	498	1505	663	361	591
PHPT1	6801	5923	4198	7532	5908
MAMDC4	412	1477	836	645	794
EDF1	5968	5233	5788	6622	6572
TRAF2	704	384	951	648	584
LOC105376326	0	0	2	1	0
MIR4479	1	2	13	1	4
FBXW5	4526	4073	3746	3214	3494
C8G	47	38	14	13	16
LCN12	21	54	15	63	86
LINC02692	1	0	0	0	2
LOC124902312	0	0	0	1	1
PTGDS	63	1061	54	62	362
LCNL1	9	31	1	1	7
PAXX	590	900	758	871	735
CLIC3	3	63	29	7	48
ABCA2	637	4387	1308	972	1717
LINC02908	16	20	13	22	19
FUT7	8	4	2	7	1
NPDC1	1539	3614	1704	1154	1654
ENTPD2	4	234	11	1	9
LOC105376327	0	1	0	0	0
SAPCD2	144	560	525	344	326
UAP1L1	1736	836	422	401	961
MAN1B1-DT	91	126	77	95	115
MAN1B1	1469	2844	1777	1127	2193
LOC124902338	0	0	0	1	2
LOC124902313	162	216	159	189	223
DPP7	1560	3392	1130	755	1031
LOC124902314	9	13	9	10	26
LOC124902353	2	1	4	0	7
GRIN1	9	13	9	10	8
LOC105376328	0	0	2	1	0
LRRC26	1	11	7	16	7
MIR3621	0	0	0	0	0
TMEM210	2	0	0	0	0
LOC124902315	232	111	67	114	152
ANAPC2	1604	1095	872	829	1051
SSNA1	1915	1723	2122	1646	1656
TPRN	1166	984	904	578	711
TMEM203	1147	1028	1171	818	1080
NDOR1	899	408	671	517	517
LOC122513141	0	0	0	0	0
RNF208	204	450	192	307	292
CYSRT1	33	53	20	32	43
RNF224	9	35	15	11	13
SLC34A3	32	80	43	20	56
TUBB4B	12613	3952	8331	6395	6990
FAM166A	10	12	12	9	16
LOC124902316	1	2	2	3	1
STPG3-AS1	0	0	0	0	0
STPG3	0	0	0	0	0
NELFB	4114	1854	2731	1684	2127
TOR4A	697	372	492	369	676
NRARP	160	156	208	277	143
EXD3	215	463	196	386	425
NOXA1	17	167	46	140	119
ENTPD8	5	32	17	8	10
NSMF	2122	1935	2236	2908	3060
MIR7114	0	0	0	0	0
PNPLA7	67	44	36	118	195
MRPL41	1367	1728	2097	1683	2031
LOC124902317	1	0	0	1	2
DPH7	1239	740	816	875	806
ZMYND19	1269	758	1071	958	982
LOC124902318	1	1	4	3	3
ARRDC1	848	819	580	794	852
ARRDC1-AS1	596	496	649	486	541
EHMT1	2565	1882	2393	2243	2632
LOC124902319	4	0	3	2	1
LOC651337	6	8	1	4	9
MIR602	0	0	2	0	0
LOC100133077	3	0	2	0	0
CACNA1B	281	116	125	342	75
LOC124902320	0	0	1	1	0
CACNA1B-AS1	2	0	2	1	0
LOC101928786	1	0	1	0	0
TUBBP5	54	11	68	3	1
LOC101928932	0	0	0	0	0
FAM157B	21	15	14	10	11
LOC124902321	0	0	0	0	0
LOC105376333	5	4	1	4	7
LOC105376332	0	0	0	0	0
LOC105379525	1	0	0	0	0
LOC102724727	0	0	0	0	0
LOC107987370	0	0	0	0	0
LOC124905322	2	2	0	2	1
LOC102724750	4	2	0	0	2
LOC107987371	1	0	0	0	0
LOC107987372	0	0	0	0	1
LOC102724813	2	1	4	1	1
LOC102723376	0	0	0	0	0
LOC124902360	0	0	0	0	0
TUBB8	9	0	8	6	5
ZMYND11	5086	1802	2282	5540	5228
LOC107984190	45	18	9	32	45
LOC107984191	7	2	4	1	1
DIP2C	1348	1352	1407	1952	2910
LOC124902362	2	2	0	4	6
LOC124902361	20	0	7	7	10
LOC101930421	0	0	0	0	0
MIR5699	0	0	0	0	0
LOC124900286	0	0	0	0	0
DIP2C-AS1	2	2	3	5	5
LARP4B	6142	1476	2726	2543	3099
LOC124902363	0	0	1	0	2
LARP4B-DT	1	0	0	0	0
GTPBP4	6126	1125	3019	3065	3650
IDI2	8	0	0	1	1
IDI2-AS1	34	5	6	12	10
IDI1	1407	841	2505	1879	1475
WDR37	1664	673	757	1024	1148
LOC105376344	4	1	0	0	0
LINC00200	0	0	1	0	0
ADARB2	30	5	21	99	25
LOC105376342	0	0	1	0	0
LOC124902364	0	0	0	0	0
ADARB2-AS1	0	0	1	0	0
LOC105376345	1	0	0	0	0
LOC105376346	0	0	0	0	0
LINC00700	1	0	1	0	0
MIR6072	0	0	0	0	0
LINC02662	1	0	1	0	0
LOC107984168	0	0	0	0	0
LINC00701	1	0	0	0	0
LOC105376349	0	0	0	0	0
LINC02645	0	0	0	0	0
LOC107983989	0	0	0	0	0
LOC105376350	0	0	2	0	0
LOC105376352	4	0	1	0	0
LOC124902532	2	8	15	16	6
PFKP-DT	58	54	77	213	192
LOC124902536	11	16	19	24	22
PFKP	14231	9612	26598	21655	18105
SNORD142	5	3	3	6	11
PITRM1	2292	1016	1512	1676	2549
PITRM1-AS1	55	26	59	40	48
LINC02668	12	9	15	0	3
LOC105376353	0	1	0	0	0
LOC124902537	0	0	1	0	0
LOC107987146	0	0	0	0	0
LOC105376356	0	0	0	0	0
LOC124902565	0	0	1	0	0
LOC105376360	0	0	0	0	0
LOC105376358	4	0	1	3	0
LOC105376357	0	0	0	0	0
LINC02669	0	0	2	0	0
LOC124902538	0	0	0	0	1
LOC107984192	3	0	1	1	1
LOC124902539	1	0	2	1	0
LOC107984193	0	0	0	0	0
LOC124902540	0	0	0	0	0
LOC105376361	0	0	0	0	1
LOC105376363	3	0	0	0	1
KLF6	5250	2638	10576	2828	3993
LOC105376364	0	0	2	0	0
LINC02639	0	0	0	0	0
LOC124902541	1	0	0	0	0
LINC02660	3	18	4	16	10
LOC105376367	3	0	4	1	1
MIR6078	0	0	1	0	0
LOC107984195	4	0	1	0	0
LOC105376368	4	0	2	0	1
LINC00702	28	20	50	60	81
LOC105376369	7	3	12	16	12
LOC105376370	0	0	0	0	0
LOC105376371	0	1	0	0	0
LOC105376372	0	0	0	0	0
LINC00703	3	1	0	1	0
MANCR	1	0	10	2	1
LINC00705	0	0	1	0	0
LOC105376373	2	0	0	0	0
LOC105376375	2	0	0	2	1
LOC107984197	0	0	0	0	0
LOC105376374	0	0	0	1	0
AKR1E2	18	27	32	26	31
AKR1C6P	0	0	0	0	0
AKR1C1	7	48	54	94	69
LOC124902365	0	0	0	0	0
AKR1C2	5	18	15	33	29
